文章ID|標題|content|發文時間|更新時間|回覆數|按讚數|版中文名|作者學校|作者性別|是否使用圖片|是否使用影片|照片連結|媒體連結|連結（版型為連結才有）
238610464|#分享 威秀影城 快樂購消費累點|"原本月初要去看的電影魔比斯
因為工作忙碌關係，跟朋友的時間搭不上
昨天晚上提早下班，就約在京站威秀看魔比斯
對於漫威粉絲，蜘蛛人外傳魔比斯，應該也是不會錯過
但比較吸引人的是男主角XD
從他在樂團30秒上火星時，就很喜歡他了

因為臨時約，加上吃飯，不知道趕不趕得上八點多的時間
就打算不線上訂，到現場再看時間，還好吃完飯時間綽綽有餘
到櫃檯看到公告有送魔比斯的海報，但好像已經送完了
下次真的要提早一點來看，還蠻想收藏的

而且現場買電影票還可以用快樂購消費累積點數
消費滿一百元可以累積一點，每四點累積一塊錢
也可以用點數折抵消費的金額
四點的點數可以折一塊錢，折抵沒有上限
整個還算蠻划算的
直接把這週末上映的怪獸與鄧不利多的秘密一起買起來ＸＤ
推薦給大家買電影票時可以順便累積點數"|2022-04-14T05:38:49.668Z|2022-04-14T05:38:49.668Z|5|5|電影|致理科技大學|F|False|False|[]|[]|
238608997|懇請各位支持《少年》|"當不少人看完《時代革命》，相信有點感觸。《少年》更能描述當時一班熱血的香港人的想法，你也會看到在社運一些看似微不足道，但非常重要的角色，如家長車、哨兵等。故事主角YY是曾經被捕，覺得很內疚，而萌生自殺念頭。從完全沒有線索直到知道她住哪，全城人到處找她，因為大家只希望一個都不能少。這些情節不全是虛構，作為香港人的我能告訴大家，我們真的曾經會因此而全城尋人！

現時《少年》需要大家極力支持才能持續在電影院上影。最後，懇請各位支持《少年》

https://fb.watch/cnexP_btdI/

https://i.imgur.com/BOaLZLU.jpg

（本人只是一個在台港人，看著Facebook專頁提到《少年》很可能不能繼續在電影院上演，希望在這裡分享這套電影）"|2022-04-14T02:16:19.877Z|2022-04-14T02:16:19.877Z|3|7|電影|國立臺灣師範大學|F|True|False|[{'id': '3c3b8999-1ee2-428b-9aad-ef269001e41b', 'url': 'https://i.imgur.com/BOaLZLUl.jpg', 'normalizedUrl': 'https://i.imgur.com/BOaLZLUl.jpg', 'thumbnail': 'https://i.imgur.com/BOaLZLUl.jpg', 'type': 'image/thumbnail', 'tags': [], 'createdAt': '2022-04-14T02:16:19.877Z', 'updatedAt': '2022-04-14T02:16:19.877Z', 'width': 1750, 'height': 1086}, {'id': '3c3b8999-1ee2-428b-9aad-ef269001e41b', 'url': 'https://i.imgur.com/BOaLZLU.jpg', 'normalizedUrl': 'https://imgur.com/BOaLZLU', 'thumbnail': 'https://i.imgur.com/BOaLZLUl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-14T02:16:19.877Z', 'updatedAt': '2022-04-14T02:16:19.877Z', 'width': 1750, 'height': 1086}]|[{'url': 'https://i.imgur.com/BOaLZLU.jpg'}]|
238608799|關於看完咒的後遺症|"「火佛修一 心薩嘸哞」

看完電影後，大家應該都對這句咒語很有印象

有天就在外雙溪釣蝦場…

深夜人靜 無人跟車的路上….





一票改裝過的機車呼嘯而過

ㄨㄥ～～～～～～～

遠到近 近到遠

彷彿電影裡的咒語重現耳邊



之後每次聽到這樣的機車經過

就回不去它只是一台機車而已

不知道大家有沒有覺得像🤣"|2022-04-14T01:36:36.492Z|2022-04-14T01:36:36.492Z|16|73|電影|中國文化大學|F|False|False|[]|[]|
238608524|# 問片名 懷舊美國少女電影|"錄影帶封面有四個打扮很精緻的女國高中生和一個金色長髮打扮普通的女生

稍稍回憶起的劇情：金髮女一家搬進其中一位精緻女的家（主角黑髮女），金髮女和黑髮女會一起坐管家開的車去上學，沿路會接其他三個精緻女。本來那四個精緻女會欺負金髮女，之後金髮女偷闖入黑髮女房間用她電腦，做一些挑撥離間的行為，之後金髮女跟其他三個精緻女感情慢慢變好，但最後還是被他們抓到金髮女的詭計。中間部分就是黑髮女和金髮女關係慢慢改善，有一次是四個精緻女製作唇膏給遊覽車上的其他同學使用，結果大家對花生過敏，嘴唇腫到不行，然後黑髮女偷偷傳訊息給金髮女說麥片可以舒緩大家的過敏，金髮女就當了英雄拯救了大家。最後尾聲是黑髮女要在心上人的生日派對上，從大型蛋糕蹦出來給他一個驚喜，結果金髮女先知道其實那個男生已經有女朋友了，就出面拯救黑髮女不讓他當眾出糗。


大概國小的時候，去朋友家住，他們租的錄影帶。在網路上瘋狂找都找不到，印象中叫「女孩我最大」這類的，在網路上搜尋「美國少女懷舊電影」也完全沒著落，懇求各位帥哥美女如果對這部電影有印象的可以指引我方向，謝謝。"|2022-04-14T00:23:45.995Z|2022-04-14T00:23:45.995Z|0|1|電影|長庚科技大學|F|False|False|[]|[]|
238607718|#問 《追殺比爾》裡律師蘇菲的手機鈴聲（附音源）|"正在看《追殺比爾1》

御蓮的日法混血律師蘇菲的手機鈴聲
第一次聽到覺得很熟悉
好像台灣的西搜咪(￣∇￣)
但不太確定

後來又出現第二次
實在是太想知道這是什麼音樂⋯⋯
拜託各位了ಥ_ಥ

附上影片
https://www.dcard.tw/v2/vivid/videos/65941280-ca1d-4e0d-9770-34682c5138a2?r=1.0"|2022-04-13T18:13:26.696Z|2022-04-13T18:39:49.169Z|3|0|電影|世新大學|F|True|True|[{'id': 'b976f855-c8ce-453f-bb90-4dd311fa79d5', 'url': 'https://www.dcard.tw/v2/vivid/videos/65941280-ca1d-4e0d-9770-34682c5138a2?r=1.0', 'normalizedUrl': '', 'thumbnail': 'https://vivid.dcard.tw/Public/65941280-ca1d-4e0d-9770-34682c5138a2/thumbnail.jpg', 'type': 'video/vivid', 'tags': ['ANNOTATED'], 'createdAt': '2022-04-13T18:13:26.696Z', 'updatedAt': '2022-04-13T18:39:49.169Z'}]|[]|
238606645|《怪獸與鄧不利多的秘密》頂尖對決 為愛感召 讓我們贏回光明與正義！|"魔法世界（Wizarding World）中的《怪獸與牠們的產地》系列（簡稱：《怪獸系列》）電影來到了第三章節，在前作《怪獸與葛林戴華德的罪行》（Fantastic Beasts: The Crimes of Grindelwald）預留下魔法世界即將面臨分崩離析的巨大威脅，一切的源頭指向當年阿不思鄧不利多（Albus Dumbledore）教授與蓋勒葛林戴華德（Gellert Grindelwald）之間，有著不可告人的過往糾葛，而本章故事將一層層地剝解鄧不利多本人與其家族未曾公開的秘密。

https://i.imgur.com/47rlfDB.jpg

在拍攝期間接續釋出的劇情消息，系列作者兼編劇J.K.羅琳（J. K. Rowling）直指本片核心仍然圍繞著「愛」的主題，而且明確表示出鄧不利多和葛林戴華德兩人曾經有過超乎友誼的情愫，這段不被祝福的愛戀，註定著兩人關係走向相愛相殺的絕裂，也間接撼動了魔法世界未來，瞬息風雲變色的局面。本片算是整個魔法世界系列作中，最直觀地表明世間的愛有著多種樣態：有過度偏執的狂愛，亦有孤苦無依的渴愛。既然本集故事會聚焦在鄧不利多個人，以及葛林戴華德間的恩怨情事，就先從兩人角色特質來剖析：

葛林戴華德  詭譎多變、城府深沉的權謀者

號稱是在佛地魔崛起前，魔法世界裡法術強大、極具威脅的黑巫師。身為本系列作的主要反派，隨著他的計謀行動，貫穿牽動著劇情推進走向。姑且不論演員的更迭，實際與檔期和私人因素等影響，其實三位不同演員的表演方式，可以合理化他有法力無邊的「易容隱身之術」，更可說明他在不同時期，心態上變異與突破。柯林法洛（Colin Farrell）詮釋充滿抱負，內心卻是城府陰沉的奸巧僞君子，隱身美國魔法國會，企圖揭穿魔法世界的存在，引起巫師與莫魔之間的矛盾及戰爭，不折不扣的「叛亂者」；強尼戴普（Johnny Depp）則演出「暴虐者」性格，按J.K.羅琳說法，該角原型參照二戰時期德國納粹統帥阿道夫希特勒（Adolf Hitler），這時期他招兵買馬、廣收信徒，企圖培養一群巫師大軍，好統御所有莫魔生靈。而邁茲米克森（Mads Mikkelsen）搖身一變成為「權謀者」，自帶強大氣場、不威而怒，直教人敬畏三分，現階段目標已進展到種族滅絕之野心，對比原型設定，似乎不謀而合。

https://i.imgur.com/pmQYXbA.jpg

鄧不利多  聰明睿智、笑中帶悔的純真者

魔法世界裡公認當代最偉大且最具影響力的巫師，青壯時期在霍格華茲魔法學院即具份量，黑魔法防禦能力有相當強大的實力，足智多謀又鬼靈精怪的他，是各路人馬為了抵禦黑魔法勢力的請益對象。鄧不利多在上集的亮相，直接將故事延伸到歐洲魔法勢力，很明顯能感受到J.K.羅琳試圖要將本系列與《哈利波特》系列作全盤性的連結。飾演該角的裘德洛（Jude Law），本身散發出著英國紳士氣質，還有從容不迫的決策力，讓這個角色存在名副其實的魄力及魅力。這次劇情環環圍繞在他個人與其家族身上，自從上集所留下的魁登斯（Credence）身世之謎，以及和葛林戴華德間難分難捨的神秘「血盟」關係，本章故事除了開誠布公說明了同志關係、當年的歃血誓言，從追隨者到理念逕庭從此分道揚鑣的點滴；更揭露家族成員深受「闇黑怨靈」的宿命，與魁登斯身世息息相關等，再一次呼應《哈利波特》裡的鄧不利多校長，自認自己並非完人，曾經做過錯誤決定，致使為一生的遺憾。

https://i.imgur.com/FbUXVbF.jpg

頂尖對決  珍禽異獸、魔幻歷險的視覺盛宴

另一方面，回歸到「Fantastic Beasts」本質，主軸線艾迪瑞德曼（Eddie Redmayne）所飾演的奇獸動物學家，一樣隨身攜帶著神奇行李箱，總是跟隨其間的玻璃獸泰迪和木精皮奇，在關鍵時刻發揮了奇妙的功用，可愛萌樣和逗趣舉止一樣令人會心一笑；而繼之前的奇獸「騶吾」，這次更增添了充滿東方神話色彩的神獸「麒麟」，關乎人們賦予牠為瑞獸之屬性，牽動著劇情中決定性的重要因子。

《怪獸與鄧不利多的秘密》令人驚艷的部分，莫過於讓觀眾感受到有重現《哈利波特》系列裡超乎想像的魔法視覺驚奇，幾段大場面的魔法對決，排山倒海般之氣勢，倒影穿梭遊走在魔法世界和麻瓜空間，直接擴張整個魔法世界宇宙觀，算是沉浸式地體驗另類的多重宇宙。此外，新加入的「拔叔」邁茲米克森和裘德洛，雖然兩人碰頭對戲的橋段不算太多，但在魔法對壘的激情，以及往昔情懷的「基情」，意外有著無比強烈的化學反應。整體演員表現，間接忘卻了前作敘事零亂、支線龐雜等缺失，故事最終有好的結果，亦邁向另一個新的開端。

---------------------------------------------


疫情期間：戴口罩、勤洗手，隨時注意個人身體狀況
詳細觀影心得圖文版盡在我們的IG唷
歡迎按讚、分享、追蹤，與我們做電影資訊交流

https://instagram.com/lets.movie77?igshid=YmMyMTA2M2Y="|2022-04-13T16:00:04.475Z|2022-04-13T16:00:04.475Z|0|7|電影|Bao|M|True|False|[{'id': 'ab9d143d-fd9d-43dd-b129-e790d0b72055', 'url': 'https://i.imgur.com/47rlfDBl.jpg', 'normalizedUrl': 'https://i.imgur.com/47rlfDBl.jpg', 'thumbnail': 'https://i.imgur.com/47rlfDBl.jpg', 'type': 'image/thumbnail', 'tags': [], 'createdAt': '2022-04-13T16:00:04.475Z', 'updatedAt': '2022-04-13T16:00:04.475Z', 'width': 2000, 'height': 1950}, {'id': 'ab9d143d-fd9d-43dd-b129-e790d0b72055', 'url': 'https://i.imgur.com/47rlfDB.jpg', 'normalizedUrl': 'https://imgur.com/47rlfDB', 'thumbnail': 'https://i.imgur.com/47rlfDBl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-13T16:00:04.475Z', 'updatedAt': '2022-04-13T16:00:04.475Z', 'width': 2000, 'height': 1950}, {'id': '48dbb16c-fc29-4f8d-bacd-5b6956f424a6', 'url': 'https://i.imgur.com/pmQYXbA.jpg', 'normalizedUrl': 'https://imgur.com/pmQYXbA', 'thumbnail': 'https://i.imgur.com/pmQYXbAl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-13T16:00:04.475Z', 'updatedAt': '2022-04-13T16:00:04.475Z', 'width': 1440, 'height': 1440}, {'id': '7cb18d99-1258-41cd-a96e-266e058bad96', 'url': 'https://i.imgur.com/FbUXVbF.jpg', 'normalizedUrl': 'https://imgur.com/FbUXVbF', 'thumbnail': 'https://i.imgur.com/FbUXVbFl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-13T16:00:04.475Z', 'updatedAt': '2022-04-13T16:00:04.475Z', 'width': 1440, 'height': 1440}]|[{'url': 'https://i.imgur.com/47rlfDB.jpg'}, {'url': 'https://i.imgur.com/pmQYXbA.jpg'}, {'url': 'https://i.imgur.com/FbUXVbF.jpg'}]|
238606553|#請益 看怪獸與鄧不利多的秘密推哪家電影院？|"最近想看怪獸與鄧不利多的秘密,
期待很久了,
想問板橋威秀跟京站威秀會推哪一間呢？
因為信用卡是跟威秀配合, 所以暫不考慮威秀之外的，
要趁信用卡平日有優惠去看, 謝謝大家"|2022-04-13T15:49:24.407Z|2022-04-13T15:49:24.407Z|4|2|電影|中國醫藥大學|F|False|False|[]|[]|
238605785|激勵影片推薦：提醒團隊加速|"大家好
由於近期公司需要在一個重要報告上
播放大約3分鐘左右的結尾影片

主題：
由於報告的主軸是Speed Up 
我希望可以在結尾時，利用這影片帶給主管一個訊息是說，希望他們加速達成目標。


希望大家有建議的影片"|2022-04-13T14:38:46.558Z|2022-04-13T14:38:46.558Z|1|1|電影|吃地瓜有意身體健康|M|False|False|[]|[]|
238605344|Disney+跟Netfilx|"這兩個都不會撞到同一個上檔的電影嗎？好奇問一下

之前有訂閱迪士尼Plus ，Netfilx一直都有

好奇問一下

還有炎上是要訂閱才能看的對嗎？Hami Video～～"|2022-04-13T13:51:06.918Z|2022-04-13T13:51:06.918Z|13|24|電影|我是象牙|F|False|False|[]|[]|
238605231|關於賭神1的問題|"最近重新看賭神1的時候突然發現一件事…..剛開始跟南大哥打牌的那個老柯到底是誰？？？？
到底怎樣身分的人可以讓賭神坐在旁邊看他打牌啊…..
https://i.imgur.com/p9dGOEC.jpg"|2022-04-13T13:37:44.924Z|2022-04-13T13:38:12.237Z|2|1|電影|金牌雜魚|M|True|False|[{'id': '43d6b0a8-51fe-4224-a2c6-b07119a2f810', 'url': 'https://i.imgur.com/p9dGOECl.jpg', 'normalizedUrl': 'https://i.imgur.com/p9dGOECl.jpg', 'thumbnail': 'https://i.imgur.com/p9dGOECl.jpg', 'type': 'image/thumbnail', 'tags': [], 'createdAt': '2022-04-13T13:38:12.237Z', 'updatedAt': '2022-04-13T13:38:12.237Z', 'width': 510, 'height': 287}, {'id': '43d6b0a8-51fe-4224-a2c6-b07119a2f810', 'url': 'https://i.imgur.com/p9dGOEC.jpg', 'normalizedUrl': 'https://imgur.com/p9dGOEC', 'thumbnail': 'https://i.imgur.com/p9dGOECl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-13T13:38:12.237Z', 'updatedAt': '2022-04-13T13:38:12.237Z', 'width': 510, 'height': 287}]|[{'url': 'https://i.imgur.com/p9dGOEC.jpg'}]|
238605044|捍衛戰士：獨行俠 (Top Gun : Maverick) 釋出 Dolby 杜比版電影海報！|"捍衛戰士：獨行俠 (Top Gun : Maverick) 
釋出 Dolby 杜比版電影海報！
https://i.imgur.com/XloKZLz.jpg

杜比版電影海報超帥的！
這次的海報非常想收集！
https://sticker-assets.dcard.tw/images/e93afb68-3148-4ae6-bfaf-2fe6bf071d35/orig.png

來源：
https://twitter.com/topgunmovie/status/1513865231876845570
https://twitter.com/dolby/status/1513864616555778049
https://i.imgur.com/Uly62B5.jpg


Dolby 電影預告：
https://youtu.be/ClB3DCtbaYw

官方預告：
https://youtu.be/giXco2jaZ_4

臺灣電影預告：
https://youtu.be/IbsLhjGg6mg

透過海報確認 Lady Gaga 為電影《捍衛戰士獨行俠 Top Gun:Maverick》製作歌曲
https://www.dcard.tw/f/persona_littlemonsters/p/238580336?cid=0B1854A7-BA3D-4172-85E3-52AF120BEB50"|2022-04-13T13:17:05.602Z|2022-04-13T13:38:54.441Z|1|5|電影|小怪獸軍團|M|True|False|[{'id': 'fda0ce11-cc41-44a6-ae63-b0efd9c9458e', 'url': 'https://i.imgur.com/XloKZLzl.jpg', 'normalizedUrl': 'https://i.imgur.com/XloKZLzl.jpg', 'thumbnail': 'https://i.imgur.com/XloKZLzl.jpg', 'type': 'image/thumbnail', 'tags': [], 'createdAt': '2022-04-13T13:17:05.602Z', 'updatedAt': '2022-04-13T13:38:54.441Z', 'width': 864, 'height': 1080}, {'id': 'fda0ce11-cc41-44a6-ae63-b0efd9c9458e', 'url': 'https://i.imgur.com/XloKZLz.jpg', 'normalizedUrl': 'https://imgur.com/XloKZLz', 'thumbnail': 'https://i.imgur.com/XloKZLzl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-13T13:17:05.602Z', 'updatedAt': '2022-04-13T13:38:54.441Z', 'width': 864, 'height': 1080}, {'id': '359340ce-9f7e-446e-b93d-42d4ea894711', 'url': 'https://sticker-assets.dcard.tw/images/e93afb68-3148-4ae6-bfaf-2fe6bf071d35/orig.png', 'normalizedUrl': 'https://megapx.dcard.tw/v1/images/e93afb68-3148-4ae6-bfaf-2fe6bf071d35', 'thumbnail': '', 'type': 'image/sticker', 'tags': [], 'createdAt': '2022-04-13T13:18:34.175Z', 'updatedAt': '2022-04-13T13:38:54.441Z', 'width': 512, 'height': 512}, {'id': 'b0a03c3c-d2be-4757-a4e8-f4e659e483bd', 'url': 'https://i.imgur.com/Uly62B5.jpg', 'normalizedUrl': 'https://imgur.com/Uly62B5', 'thumbnail': 'https://i.imgur.com/Uly62B5l.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-13T13:37:25.227Z', 'updatedAt': '2022-04-13T13:38:54.441Z', 'width': 1600, 'height': 900}, {'id': 'f1740070-818b-49f2-a1a8-3322e819ca4a', 'url': 'https://youtu.be/ClB3DCtbaYw', 'normalizedUrl': 'https://www.youtube.com/watch?v=ClB3DCtbaYw', 'thumbnail': 'https://img.youtube.com/vi/ClB3DCtbaYw/hqdefault.jpg', 'type': 'video/youtube', 'tags': [], 'createdAt': '2022-04-13T13:17:05.602Z', 'updatedAt': '2022-04-13T13:38:54.441Z'}, {'id': '3dc77c61-42d6-42a0-a8c3-9472df89c54d', 'url': 'https://youtu.be/giXco2jaZ_4', 'normalizedUrl': 'https://www.youtube.com/watch?v=giXco2jaZ_4', 'thumbnail': 'https://img.youtube.com/vi/giXco2jaZ_4/hqdefault.jpg', 'type': 'video/youtube', 'tags': [], 'createdAt': '2022-04-13T13:17:05.602Z', 'updatedAt': '2022-04-13T13:38:54.441Z'}, {'id': 'edff71ed-afc2-4e27-8974-424f151a2331', 'url': 'https://youtu.be/IbsLhjGg6mg', 'normalizedUrl': 'https://www.youtube.com/watch?v=IbsLhjGg6mg', 'thumbnail': 'https://img.youtube.com/vi/IbsLhjGg6mg/hqdefault.jpg', 'type': 'video/youtube', 'tags': [], 'createdAt': '2022-04-13T13:17:05.602Z', 'updatedAt': '2022-04-13T13:38:54.441Z'}]|[{'url': 'https://i.imgur.com/XloKZLz.jpg'}, {'url': 'https://sticker-assets.dcard.tw/images/e93afb68-3148-4ae6-bfaf-2fe6bf071d35/orig.png'}, {'url': 'https://i.imgur.com/Uly62B5.jpg'}]|
238604350|🎬哈利波特前傳《怪獸與牠們的產地》&《怪獸與葛林戴華德的罪行》兩集回顧|"▪️怪獸與鄧不利多的秘密 | 介紹
時隔四年，哈利波特前傳《怪獸系列》的第三集《怪獸與鄧不利多的秘密》終於要在明天上映啦！相信全世界的魔法迷都超級期待🪄《怪獸系列》始於2016年《怪獸與牠們的產地》，這系列的故事背景設定在1926年左右，在哈利波特出生前約70年。《怪獸系列》屬於《哈利波特系列》的前傳，它補足了哈利波特出生前的故事與角色，像是20世紀的巫師世界、鄧不利多與葛林戴華德之間的愛恨情仇，與第三集即將揭曉的鄧不利多秘密等等。不僅如此，《怪獸系列》向我們揭露了更龐大的魔法世界，不再只侷限於霍格華茲，比起魔法也更著重在「奇獸」的部分，成功拓展了《哈利波特系列》的宇宙觀。此外，強尼戴普因捲入家暴醜聞，於是第三集開始，葛林戴華德將由麥茲・米克森飾演。個人非常滿意這個選角，比起強尼戴普，麥茲・米克森多了股濃厚的邪惡氣息，不知道是不是因為他《漢尼拔》的形象已經深植我心XD（題外話，中國的音譯要確定耶？＿？把怪獸翻成神....神奇動物？？😵‍💫）
https://i.imgur.com/l223D7E.jpg
——以下小雷 沒看過《怪獸系列》的三思喔～——

▪️怪獸系列回顧 | 怪獸與牠們的產地
如果把《怪獸系列》看成獨立的五集系列電影，那麼《怪獸與牠們的產地》就類似這系列電影的前傳。這集的場景是在美國，而不是觀眾熟悉的霍格華茲，主要的任務就是建構系列角色，並讓觀眾認識他們，還有拓展哈利波特系列的宇宙觀，以及著重在「怪獸」的部分，劇情走向則是釐清城市動蕩不安的原因以及蠢蠢欲動的黑暗勢力。說到黑暗勢力，電影當然不忘在最後帶出《怪獸系列》的大反派「葛林戴華德」，他是在佛地魔之前，世界上最厲害的黑魔法巫師。整體來說，《怪獸與牠們的產地》劇情節奏較輕鬆，主要是帶觀眾認識《哈利波特》系列的起源。
https://i.imgur.com/4QiN7xZ.jpg
https://i.imgur.com/vJYpTda.jpg

▪️怪獸系列回顧 | 怪獸與葛林戴華德的罪行
對比於《怪獸與牠們的產地》，續集《怪獸與葛林戴華德的罪行》整體風格較黑暗，畢竟葛林戴華德已經成功逃脫，並開始實行他的計畫：讓全世界知道魔法的存在，魔法師們從此不需要躲躲藏藏過生活。此外，《怪獸與葛林戴華德的罪行》也塞了超級多資訊量給觀眾，比如魁登斯謎樣的身世，西瑟、紐特和莉塔的糾葛，鄧不利多與葛林戴華德的關係等等。第二集明顯將大部分的篇幅給了劇情的主線和支線，所以探索巫師世界和「奇獸」的部分也就相對較少了。
https://i.imgur.com/DvEvuwW.jpg

其實整部電影看下來，葛林戴華德的「罪行」並不太明確，因為電影並沒有明說葛林戴華德究竟是犯下什麼罪行才被關押，不過並不影響整體的劇情發展，而這或許在第三集也會揭露更多。除此之外，《怪獸與葛林戴華德的罪行》出現了一些在哈利波特系列電影有被提及的人物，比如鄧不利多的好友，尼樂勒梅，就是魔法石的製造者。還有日後會成為佛地魔分靈體之一的蛇「娜吉妮」，不過在《怪獸系列》她依然維持著人的模樣。第二集雖然評價兩極，但我個人蠻喜歡的，它跟第一集的重點不太一樣，主要著重在劇情的拓展。特別喜歡第二集的地方是，最後眾人合力封鎖葛林戴華德的黑魔法的橋段，這段讓我有種重返哈利波特世界的既視感！
https://i.imgur.com/1QUINlp.jpg

▪️怪獸與鄧不利多的秘密 | 預告
從預告片可看出，這集將著重在鄧不利多與葛林戴華德的故事，還有鄧不利多不為人知的秘密，以及他死去的妹妹亞利安娜。此外，在預告片中，鄧不利多透過紐特給了雅各布一支魔杖，所以可以大膽推測雅各布在《怪獸與鄧不利多的秘密》將會加入魔法陣營！除此之外，奎妮的走向也讓人十分好奇，可以看出在第三集的她染了一頭金髮，不知道她會從此投向黑暗面，還是會重新加入紐特一行人呢？另外，魁登斯知道自己的身世後，該何去何從，是徹底黑化，與葛林戴華德一同實現他的願景，還是另有打算呢？最期待的還是換角後的葛林戴華德，好期待麥茲米克森的發揮與劇情走向！
https://i.imgur.com/vlGUFHJ.jpg
https://i.imgur.com/Xu60aqK.jpg

對《怪獸系列》和即將上映的《怪獸與鄧不利多的秘密》還有什麼其他的想法呢🤓歡迎留言一起討論！
https://i.imgur.com/Tn2DH4T.jpg

更多的我⬇️
https://linktr.ee/Annlin1727"|2022-04-13T12:01:18.585Z|2022-04-14T15:17:52.771Z|4|19|電影|馬鈴薯泥🥔|F|True|False|[{'id': 'fd66908e-ea73-4f36-b8b9-fab63a723898', 'url': 'https://i.imgur.com/l223D7El.jpg', 'normalizedUrl': 'https://i.imgur.com/l223D7El.jpg', 'thumbnail': 'https://i.imgur.com/l223D7El.jpg', 'type': 'image/thumbnail', 'tags': [], 'createdAt': '2022-04-13T12:01:18.585Z', 'updatedAt': '2022-04-14T15:17:52.771Z', 'width': 1728, 'height': 864}, {'id': 'fd66908e-ea73-4f36-b8b9-fab63a723898', 'url': 'https://i.imgur.com/l223D7E.jpg', 'normalizedUrl': 'https://imgur.com/l223D7E', 'thumbnail': 'https://i.imgur.com/l223D7El.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-13T12:01:18.585Z', 'updatedAt': '2022-04-14T15:17:52.771Z', 'width': 1728, 'height': 864}, {'id': 'f5ccaaf7-613b-40c8-9827-33179efbee39', 'url': 'https://i.imgur.com/4QiN7xZ.jpg', 'normalizedUrl': 'https://imgur.com/4QiN7xZ', 'thumbnail': 'https://i.imgur.com/4QiN7xZl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-13T12:01:18.585Z', 'updatedAt': '2022-04-14T15:17:52.771Z', 'width': 1280, 'height': 720}, {'id': '756e219a-38dc-4035-b3cd-d978f532a14b', 'url': 'https://i.imgur.com/vJYpTda.jpg', 'normalizedUrl': 'https://imgur.com/vJYpTda', 'thumbnail': 'https://i.imgur.com/vJYpTdal.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-13T12:01:18.585Z', 'updatedAt': '2022-04-14T15:17:52.771Z', 'width': 768, 'height': 432}, {'id': '549d9a78-202a-4d2d-a418-11b87ae338cb', 'url': 'https://i.imgur.com/DvEvuwW.jpg', 'normalizedUrl': 'https://imgur.com/DvEvuwW', 'thumbnail': 'https://i.imgur.com/DvEvuwWl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-13T12:01:18.585Z', 'updatedAt': '2022-04-14T15:17:52.771Z', 'width': 1200, 'height': 800}, {'id': 'e0eaef7a-f7e1-4654-9052-a764a2d4f02b', 'url': 'https://i.imgur.com/1QUINlp.jpg', 'normalizedUrl': 'https://imgur.com/1QUINlp', 'thumbnail': 'https://i.imgur.com/1QUINlpl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-13T12:01:18.585Z', 'updatedAt': '2022-04-14T15:17:52.771Z', 'width': 2000, 'height': 1270}, {'id': 'a237b87d-3bc0-4114-a060-43b066e2afce', 'url': 'https://i.imgur.com/vlGUFHJ.jpg', 'normalizedUrl': 'https://imgur.com/vlGUFHJ', 'thumbnail': 'https://i.imgur.com/vlGUFHJl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-13T12:01:18.585Z', 'updatedAt': '2022-04-14T15:17:52.771Z', 'width': 1280, 'height': 720}, {'id': 'dfae03e4-05e9-4617-9b41-fc36731fa949', 'url': 'https://i.imgur.com/Xu60aqK.jpg', 'normalizedUrl': 'https://imgur.com/Xu60aqK', 'thumbnail': 'https://i.imgur.com/Xu60aqKl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-13T12:01:18.585Z', 'updatedAt': '2022-04-14T15:17:52.771Z', 'width': 1423, 'height': 800}, {'id': '37d18dbf-448f-4b75-947e-e36f8d37c09a', 'url': 'https://i.imgur.com/Tn2DH4T.jpg', 'normalizedUrl': 'https://imgur.com/Tn2DH4T', 'thumbnail': 'https://i.imgur.com/Tn2DH4Tl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-13T12:01:18.585Z', 'updatedAt': '2022-04-14T15:17:52.771Z', 'width': 1200, 'height': 494}]|[{'url': 'https://i.imgur.com/l223D7E.jpg'}, {'url': 'https://i.imgur.com/4QiN7xZ.jpg'}, {'url': 'https://i.imgur.com/vJYpTda.jpg'}, {'url': 'https://i.imgur.com/DvEvuwW.jpg'}, {'url': 'https://i.imgur.com/1QUINlp.jpg'}, {'url': 'https://i.imgur.com/vlGUFHJ.jpg'}, {'url': 'https://i.imgur.com/Xu60aqK.jpg'}, {'url': 'https://i.imgur.com/Tn2DH4T.jpg'}]|
